user_id,statuses_count,followers_count,friends_count,listed_count,created_at,emoji_in_bio
311623037,63854,4315,892,90,2011-06-05 19:26:05,[]
312274349,6576,2730,2173,88,2011-06-06 21:21:00,[]
312314782,90453,3624,590,59,2011-06-06 22:50:25,[]
313538699,6157,144,130,2,2011-06-08 20:22:06,[]
314110107,13142,230,119,6,2011-06-09 18:41:08,[]
314657942,7331,455,463,1,2011-06-10 16:12:41,[]
314906367,1994,96,323,0,2011-06-11 00:41:30,[]
315397749,3659,1249,296,23,2011-06-11 20:08:17,[]
316408651,49131,2990,2179,24,2011-06-13 12:08:34,[]
316674262,34928,864,1848,6,2011-06-13 20:05:15,[]
317963051,11001,2724,2259,40,2011-06-15 19:06:19,[]
319893680,2107,91,148,0,2011-06-18 23:06:03,[]
320069526,5743,212,259,3,2011-06-19 07:29:51,[]
320991472,30545,2282,4998,78,2011-06-20 21:11:56,[]
321332405,64742,1567,2418,23,2011-06-21 11:56:53,[]
323626064,19282,1494,414,7,2011-06-25 04:21:20,[]
324056945,52461,705,268,7,2011-06-25 22:45:22,[]
325547923,4931,417,891,0,2011-06-28 13:43:08,[]
325799830,83361,28307,19934,205,2011-06-28 22:00:21,[]
326404869,35923,753,273,7,2011-06-29 21:28:22,[]
328938599,11840,236,401,8,2011-07-04 09:01:51,[]
329747674,17595,386,1866,16,2011-07-05 15:24:20,[]
330245793,6433,852,424,0,2011-07-06 10:12:38,[]
331021680,12844,269,276,3,2011-07-07 14:41:27,[]
332329799,14650,476,502,6,2011-07-09 16:20:12,[]
333671522,113969,5342,807,17,2011-07-11 22:13:28,[]
334947951,1306,42,80,0,2011-07-13 22:35:32,[]
336619113,22171,212,1133,5,2011-07-16 16:17:10,[]
337688907,21726,499,713,13,2011-07-18 12:38:07,[]
337894475,1211,177,287,2,2011-07-18 19:08:18,[]
342937051,30682,967,600,8,2011-07-26 20:24:33,[]
343933160,12206,13822,701,194,2011-07-28 09:13:00,"['🇷', '🇺', '🇪', '🇸']"
345379807,15468,707,519,2,2011-07-30 14:08:29,[]
347033632,10395,2326,4989,9,2011-08-02 05:34:19,[]
347508613,8806,286,793,6,2011-08-02 22:24:19,[]
347541399,6776,208,222,0,2011-08-02 23:34:38,[]
347887648,2058,354,1107,5,2011-08-03 14:43:08,"['🇨', '🇴', '🇩', '🇪']"
348061221,13186,562,523,5,2011-08-03 20:25:01,[]
348483722,8147,212,326,0,2011-08-04 14:18:52,[]
350970659,2560,352,635,3,2011-08-08 16:01:10,[]
352609426,13525,550,559,1,2011-08-10 21:21:29,[]
353157643,30001,827,1525,4,2011-08-11 16:51:31,[]
355599590,116768,573,557,14,2011-08-15 16:16:22,[]
356223962,23413,405,295,4,2011-08-16 14:44:24,[]
357505722,48954,564,303,14,2011-08-18 13:36:05,[]
360138123,46090,951,177,12,2011-08-22 19:02:51,[]
362711581,10385,1398,978,44,2011-08-26 21:22:48,[]
364926596,5020,304,370,0,2011-08-30 15:41:47,[]
365601773,3823,196,460,5,2011-08-31 18:20:44,[]
366021458,3197,270,397,0,2011-09-01 12:44:49,[]
366137621,21430,396,464,0,2011-09-01 16:52:44,[]
366330219,20390,996,869,8,2011-09-02 00:14:29,"['🇪', '🇺']"
366504273,3258,1795,1938,35,2011-09-02 09:02:29,[]
368240936,6223,8171,1151,322,2011-09-05 09:43:11,[]
369119239,6076,308,91,1,2011-09-06 20:11:07,[]
369766002,1887,95,83,0,2011-09-07 22:27:43,[]
370198165,55104,1233,901,8,2011-09-08 16:32:47,[]
370703073,49031,8005,2086,207,2011-09-09 13:51:20,[]
370716799,84212,662,426,11,2011-09-09 14:20:19,"['🇩', '🇴', '🇪', '🇸', '🇬', '🇧']"
373450689,39429,3122,2933,28,2011-09-14 16:07:47,[]
373543845,12633,569,642,3,2011-09-14 19:30:02,[]
373836761,299,194,167,0,2011-09-15 08:05:47,[]
373854031,5380,288,720,1,2011-09-15 08:57:17,[]
374117949,52811,1974,1060,28,2011-09-15 18:54:20,[]
375282679,13464,685,640,9,2011-09-17 21:03:27,[]
376398001,28903,606,984,12,2011-09-19 20:27:47,[]
377304450,332675,2357,862,172,2011-09-21 11:04:02,[]
378049330,9975,346,732,3,2011-09-22 15:14:39,[]
379884569,1313,125,363,0,2011-09-25 18:33:57,[]
381514524,14142,1028,1803,24,2011-09-28 13:29:04,[]
381842671,5519,351,589,2,2011-09-29 01:29:01,[]
382292695,11173,95,88,8,2011-09-29 20:28:43,[]
382297966,2176,108,792,0,2011-09-29 20:39:41,[]
382592853,11306,1021,2277,8,2011-09-30 10:36:53,[]
383466744,6824,553,114,17,2011-10-01 23:02:59,[]
384988741,6119,1436,747,26,2011-10-04 17:39:42,[]
385315901,4452,119,171,1,2011-10-05 08:45:12,[]
386664361,3766,132,353,0,2011-10-07 17:36:35,[]
387172258,22363,715,667,1,2011-10-08 15:59:28,[]
387554172,13261,1133,654,48,2011-10-09 08:12:57,[]
388143537,1367,75,148,1,2011-10-10 08:10:52,[]
391381031,8338,253,174,5,2011-10-15 13:47:08,[]
391512389,2606,387,390,10,2011-10-15 17:37:32,[]
392519677,130843,682,4491,7,2011-10-17 05:04:40,[]
393440445,37934,739,132,18,2011-10-18 14:58:25,[]
394511962,10642,2897,1851,110,2011-10-20 05:52:58,[]
395868680,4976,455,530,4,2011-10-22 11:33:14,[]
396461846,33225,1248,1595,7,2011-10-23 09:25:57,[]
397089171,2891,898,584,43,2011-10-24 06:57:22,[]
397899716,6316,1026,1022,3,2011-10-25 09:21:28,[]
398727541,2771,229,446,1,2011-10-26 13:22:13,[]
398893820,36908,1069,1225,25,2011-10-26 18:03:09,[]
398958962,55825,1806,2665,22,2011-10-26 19:54:40,[]
399523983,16168,614,141,1,2011-10-27 16:39:46,[]
400112904,21797,518,738,2,2011-10-28 14:35:10,[]
400800462,36191,1995,2017,175,2011-10-29 15:59:53,[]
401336255,12829,202,236,1,2011-10-30 11:53:07,[]
402079955,7613,605,312,24,2011-10-31 14:31:53,[]
402944529,16063,175,228,9,2011-11-01 20:06:11,[]
404352921,33365,819,1598,3,2011-11-03 20:11:21,[]
404989913,409,119,208,1,2011-11-04 17:57:48,[]
405470407,11404,224,272,6,2011-11-05 10:56:39,[]
405842075,26573,449,646,8,2011-11-05 21:46:26,[]
406220103,269241,1836,1124,51,2011-11-06 12:16:33,[]
407064010,7808,86,138,2,2011-11-07 15:48:41,[]
407966868,79151,3638,2373,95,2011-11-08 20:06:18,[]
408516458,15459,427,683,0,2011-11-09 14:39:38,[]
409298455,41998,557,509,2,2011-11-10 15:01:03,[]
409349238,25592,496,349,12,2011-11-10 16:24:17,[]
410276607,7404,1240,1695,21,2011-11-11 21:53:51,[]
410821461,23929,534,383,9,2011-11-12 16:26:32,[]
410934565,24847,592,599,17,2011-11-12 19:34:10,[]
411617306,36729,413,879,5,2011-11-13 17:12:14,[]
412269442,43589,408,323,19,2011-11-14 13:37:18,[]
413201430,7767,942,646,30,2011-11-15 16:08:18,[]
413201999,6408,289,744,4,2011-11-15 16:09:09,[]
413286526,11384,1342,1757,92,2011-11-15 18:10:26,[]
413822334,1323,126,399,3,2011-11-16 09:13:00,[]
414070217,7300,364,465,1,2011-11-16 15:57:55,[]
414676277,5113,1330,950,20,2011-11-17 10:41:56,[]
416236227,9389,563,439,2,2011-11-19 12:14:50,[]
416278090,20883,476,446,3,2011-11-19 13:26:26,[]
416654500,26233,192,182,0,2011-11-20 00:00:12,[]
417046876,499,804,1061,4,2011-11-20 13:10:55,[]
417272286,5991,150,1066,4,2011-11-20 18:51:34,[]
417715386,7167,1505,1294,59,2011-11-21 08:55:15,[]
418134860,30839,994,2556,123,2011-11-21 20:10:32,[]
419480919,6477,237,606,0,2011-11-23 12:03:59,[]
419513536,79870,3599,1763,29,2011-11-23 12:57:46,[]
419767484,12385,589,664,0,2011-11-23 19:24:38,[]
421369323,26887,1203,572,53,2011-11-25 21:21:01,[]
421527393,4898,8714,1650,30,2011-11-26 02:13:14,[]
421899963,15803,848,858,2,2011-11-26 14:49:29,[]
422822617,6360,344,282,0,2011-11-27 18:47:46,[]
423404340,431,29,125,0,2011-11-28 13:21:33,[]
423667871,12255,625,1024,2,2011-11-28 19:55:53,[]
424266714,48147,457,511,3,2011-11-29 15:26:31,[]
425404135,9898,339,380,0,2011-11-30 23:38:40,[]
426049184,2897,698,496,23,2011-12-01 19:39:14,[]
426807906,3218,133,260,8,2011-12-02 18:34:29,[]
426914950,58778,3609,4319,122,2011-12-02 21:29:24,[]
426929508,34115,691,885,5,2011-12-02 21:53:56,[]
428068123,12936,425,474,6,2011-12-04 09:19:08,[]
428178800,21724,555,942,9,2011-12-04 12:50:30,[]
431493811,8073,1919,610,203,2011-12-08 10:19:59,[]
431729868,28589,592,486,2,2011-12-08 16:35:26,[]
433293342,24076,3119,3561,89,2011-12-10 11:31:50,[]
433537359,17953,393,294,21,2011-12-10 17:54:57,[]
433587087,54141,383,310,19,2011-12-10 19:11:34,[]
434402784,4789,2300,2548,23,2011-12-11 20:28:11,[]
435767431,1880,160,782,6,2011-12-13 12:27:17,[]
436143863,28809,158,384,0,2011-12-13 21:02:17,[]
436503794,470,120,168,1,2011-12-14 07:32:54,[]
439522338,5211,457,618,1,2011-12-17 22:02:06,[]
439917968,48451,702,626,7,2011-12-18 10:32:35,[]
440266288,99263,815,560,23,2011-12-18 19:36:52,[]
441805035,58823,2757,4998,90,2011-12-20 12:47:17,[]
442847392,9259,377,368,2,2011-12-21 14:48:40,[]
442932348,9163,2917,2600,75,2011-12-21 16:36:46,[]
444174984,8794,12848,9661,0,2011-12-23 00:11:59,[]
445460963,50134,1226,1173,7,2011-12-24 12:35:50,[]
445719648,2766,295,308,7,2011-12-24 19:31:42,[]
449172826,4585,340,214,3,2011-12-28 20:39:08,[]
449653196,8624,2807,848,36,2011-12-29 10:21:20,[]
449776192,56055,674,297,0,2011-12-29 13:46:58,[]
451615674,30845,380,130,15,2011-12-31 19:21:29,[]
452376544,13775,1039,2741,4,2012-01-01 19:32:11,[]
454350363,24147,290,296,3,2012-01-03 22:11:13,[]
455118082,34203,930,1004,2,2012-01-04 19:13:05,[]
455199431,13121,467,466,2,2012-01-04 21:04:14,[]
455305254,16167,531,559,4,2012-01-04 23:46:30,[]
457778717,12714,662,367,0,2012-01-07 20:19:14,[]
461350407,18421,561,945,4,2012-01-11 18:19:22,[]
462324307,3661,327,432,8,2012-01-12 20:49:00,[]
463168125,2893,498,980,3,2012-01-13 20:11:26,[]
463773375,12377,660,536,0,2012-01-14 13:21:09,[]
464066873,2687,215,579,1,2012-01-14 20:11:33,[]
464578148,24256,273,207,0,2012-01-15 11:35:45,[]
464683841,22484,482,252,12,2012-01-15 14:25:26,[]
467551209,14275,712,598,3,2012-01-18 15:56:37,[]
468701545,1828,129,516,0,2012-01-19 20:32:00,[]
468764833,134200,3861,3030,76,2012-01-19 22:00:39,[]
470311651,30299,2069,213,17,2012-01-21 16:38:25,"['🇪', '🇸']"
471129655,81868,1118,764,1,2012-01-22 14:46:01,[]
471180001,75948,1145,1004,9,2012-01-22 15:51:07,[]
471435286,3325,308,326,0,2012-01-22 21:11:29,[]
471775924,25708,475,112,1,2012-01-23 07:34:25,[]
472031699,9143,14615,14707,59,2012-01-23 14:39:27,[]
472157806,21039,458,292,1,2012-01-23 17:21:17,[]
472279211,12074,448,396,1,2012-01-23 19:50:34,[]
473327009,36559,1239,1021,23,2012-01-24 21:26:58,[]
474012799,10223,819,148,2,2012-01-25 15:24:29,[]
474040746,45036,314,713,4,2012-01-25 15:58:30,[]
475255561,19852,1103,1559,8,2012-01-26 21:20:29,[]
476733057,13683,2475,3361,64,2012-01-28 12:40:54,"['🇵', '🇦', '🇪', '🇦']"
477052523,35694,742,279,8,2012-01-28 19:47:16,[]
477353712,8356,592,866,2,2012-01-29 03:24:17,[]
478218914,22008,833,1657,11,2012-01-30 01:43:11,[]
479921239,8138,112,380,2,2012-01-31 22:44:31,[]
481379732,3778,213,93,29,2012-02-02 17:38:58,[]
482105697,3132,141,255,0,2012-02-03 14:48:38,[]
482223457,8138,839,1403,3,2012-02-03 17:23:58,[]
484022167,4788,2082,4978,27,2012-02-05 17:04:54,[]
485591826,23036,3843,4325,46,2012-02-07 11:09:43,[]
485677207,3729,211,287,0,2012-02-07 13:20:18,[]
486393735,14852,1499,1997,17,2012-02-08 07:42:16,[]
486431538,13313,476,236,5,2012-02-08 08:54:49,[]
486596335,15792,288,355,1,2012-02-08 13:15:15,[]
489002566,3187,2103,446,14,2012-02-11 02:37:40,[]
490493277,36438,1600,1213,15,2012-02-12 16:20:04,[]
491327393,5082,957,670,7,2012-02-13 14:24:02,[]
491353458,16087,257,86,0,2012-02-13 14:58:47,[]
491482525,13185,475,529,0,2012-02-13 17:48:28,[]
491571562,5675,360,632,3,2012-02-13 19:46:35,"['🇪', '🇸']"
495433008,5075,285,671,2,2012-02-17 23:39:23,[]
497396408,2634,255,460,2,2012-02-19 23:19:03,[]
498778613,74641,13036,10484,40,2012-02-21 12:15:08,[]
503571190,26427,850,836,0,2012-02-25 21:25:29,[]
504685390,2420,119,199,1,2012-02-26 16:09:55,[]
512083476,34118,667,363,0,2012-03-02 15:40:17,[]
514122826,12641,1963,134,5,2012-03-04 08:55:24,[]
514235450,9297,348,333,2,2012-03-04 11:25:49,[]
514294276,10122,372,445,2,2012-03-04 12:37:33,[]
514294570,3399,174,161,0,2012-03-04 12:37:53,[]
515343475,14372,2940,1141,35,2012-03-05 10:50:07,[]
515830365,47571,776,1299,2,2012-03-05 20:23:06,[]
516291658,25779,1029,854,2,2012-03-06 07:25:53,[]
517857229,474,291,282,12,2012-03-07 19:09:31,[]
518017851,63,25,81,0,2012-03-07 23:13:17,[]
520263690,29876,758,1500,9,2012-03-10 09:56:04,[]
521550536,11891,724,598,5,2012-03-11 18:30:24,[]
521762393,20439,2779,2641,14,2012-03-11 23:09:36,[]
522523887,55461,2463,1270,69,2012-03-12 19:39:46,[]
522589709,2736,672,1090,3,2012-03-12 21:15:36,[]
523334610,52176,1265,2793,1,2012-03-13 14:50:54,[]
524589700,12851,7994,1154,247,2012-03-14 18:10:01,[]
526408330,20484,892,958,2,2012-03-16 13:42:29,[]
526717086,40957,604,562,1,2012-03-16 19:27:46,[]
537928516,89144,982,36,3,2012-03-27 07:01:07,[]
538090070,17442,508,555,7,2012-03-27 11:41:07,[]
538422848,5118,455,704,7,2012-03-27 19:30:04,[]
539043859,8496,160,145,0,2012-03-28 13:30:12,[]
539205424,46428,925,743,39,2012-03-28 16:59:36,[]
540155639,26683,381,229,1,2012-03-29 17:47:23,[]
540841106,1886,139,195,1,2012-03-30 14:00:58,[]
542408644,27510,932,1784,7,2012-04-01 09:38:09,[]
545330907,17875,475,387,4,2012-04-04 16:17:46,[]
545367458,778,68,107,1,2012-04-04 19:10:06,[]
546778807,49971,1027,2833,40,2012-04-06 12:42:52,[]
546821268,18793,364,260,0,2012-04-06 11:36:00,[]
549192198,18214,421,282,4,2012-04-09 10:11:40,[]
549342409,6686,388,302,0,2012-04-09 16:08:13,[]
550043578,4181,334,174,0,2012-04-10 11:49:26,[]
552073701,6391,2397,766,40,2012-04-12 16:35:25,[]
552590450,10097,253,999,2,2012-04-13 10:33:40,[]
552735606,5356,452,569,1,2012-04-13 12:23:45,[]
552887621,80737,1718,772,26,2012-04-13 17:55:18,[]
553038404,5260,506,521,0,2012-04-13 21:59:11,[]
554243239,10280,524,446,0,2012-04-15 10:23:27,[]
555078357,7403,215,333,4,2012-04-16 09:36:19,[]
555887448,72943,814,198,1,2012-04-17 08:48:45,[]
559732488,73442,1497,227,16,2012-04-21 15:38:53,[]
562137743,2930,446,310,0,2012-04-24 16:04:26,[]
562906441,32400,322,409,2,2012-04-25 14:00:50,[]
563997934,20796,734,454,4,2012-04-26 19:58:16,[]
564025760,17132,1367,291,29,2012-04-26 20:45:15,[]
564946470,19398,169,155,3,2012-04-27 19:41:44,[]
566577822,9766,714,740,0,2012-04-29 17:23:35,[]
567153985,25557,340,339,2,2012-04-30 11:27:18,[]
567563471,7936,445,349,2,2012-04-30 21:20:59,[]
569313276,8523,375,156,0,2012-05-02 16:27:55,[]
569493025,4951,668,1287,28,2012-05-02 22:53:50,[]
570895985,3770,413,632,1,2012-05-04 14:57:31,"['🇬', '🇧']"
574493747,53362,5801,57,83,2012-05-08 13:55:19,[]
574988345,3698,394,485,1,2012-05-09 02:47:52,[]
576326938,9163,328,223,0,2012-05-10 15:29:02,[]
581195003,27921,508,398,6,2012-05-15 19:52:06,[]
581664629,30447,717,280,8,2012-05-16 09:01:13,[]
583084524,7470,722,899,2,2012-05-17 18:08:58,[]
584735226,281301,4800,1570,168,2012-05-19 10:58:15,[]
584764063,4784,277,404,1,2012-05-19 13:35:30,[]
585019292,23643,606,574,2,2012-05-19 19:10:33,[]
585029783,88892,1107,1055,8,2012-05-19 19:25:50,[]
587015385,9215,294,169,0,2012-05-21 22:27:53,[]
589951840,1308,235,397,15,2012-05-25 12:27:13,[]
593727161,5899,391,185,0,2012-05-29 13:55:55,[]
595318250,15364,4126,636,65,2012-05-31 08:57:13,[]
595551653,28116,1101,877,2,2012-05-31 14:58:40,[]
597360923,187783,5291,921,66,2012-06-02 12:19:50,[]
598617147,7360,225,195,0,2012-06-03 18:10:31,[]
599601986,154936,2495,3120,56,2012-06-04 22:08:43,[]
602891547,22169,268,394,2,2012-06-08 14:42:18,[]
606425018,14041,231,415,6,2012-06-12 16:02:00,[]
606903482,1037,121,219,1,2012-06-13 05:05:01,[]
607263100,15555,464,512,3,2012-06-13 14:30:49,[]
611858799,25414,1219,1785,1,2012-06-18 15:48:56,[]
612604070,92431,2899,985,69,2012-06-19 14:47:19,[]
614968224,8411,252,772,0,2012-06-22 05:38:09,[]
616130531,23364,788,210,5,2012-06-23 13:55:55,[]
621869197,62266,1038,553,1,2012-06-29 12:40:38,[]
625749368,2925,822,842,1,2012-07-03 17:54:33,[]
625972293,49680,1614,1613,23,2012-07-03 21:11:15,[]
627289583,30759,1292,747,2,2012-07-05 11:06:18,[]
627788523,4450,499,355,31,2012-07-05 20:28:57,[]
627791387,1557,138,251,8,2012-07-05 22:23:26,[]
629391036,43491,3408,4040,110,2012-07-07 13:06:26,[]
630366927,13692,568,398,1,2012-07-08 15:17:14,[]
631358275,39849,1969,4234,3,2012-07-09 19:31:13,[]
632155362,31554,1491,1791,15,2012-07-10 15:31:24,[]
632756332,1246,164,259,1,2012-07-11 09:36:17,[]
634204848,1885,372,384,3,2012-07-12 23:17:34,[]
634437625,9155,39743,11032,608,2012-07-13 09:29:05,[]
635447094,2558,279,1039,3,2012-07-14 13:04:02,[]
635517540,17329,107,373,0,2012-07-14 14:57:56,[]
635611864,7215,470,423,1,2012-07-14 19:41:05,[]
636278979,7454,427,381,2,2012-07-15 13:57:31,[]
636858312,32363,7592,841,119,2012-07-16 07:27:14,[]
700512633,3395,724,956,7,2013-10-03 15:55:46,[]
700748574,152,21,51,0,2012-07-17 09:39:54,[]
700872427,10646,664,1050,3,2012-07-17 11:17:38,[]
701199517,44808,1966,799,5,2012-07-17 14:59:38,[]
702796319,91501,8406,8908,14,2013-10-06 09:49:50,"['🇪', '🇸']"
703585653,9151,94,206,0,2013-10-07 13:39:26,[]
705663958,92292,736,288,2,2013-10-08 23:22:20,[]
706800674,2770,407,314,0,2012-07-20 09:09:20,[]
710801125,18929,1204,832,2,2012-07-22 14:52:12,[]
711196684,10477,476,949,4,2013-10-12 16:08:35,[]
712779981,4985,361,559,0,2013-10-13 14:56:45,[]
715299046,893,47,97,0,2013-10-14 23:39:11,[]
718199346,7815,252,582,13,2012-07-26 14:20:20,[]
722972360,12654,1105,896,8,2012-07-28 23:05:33,[]
724341781,11636,456,351,0,2012-07-29 17:26:41,[]
726059264,18756,1674,1567,5,2012-07-30 13:24:54,"['🇪', '🇸', '🇪', '🇸']"
730218542,6776,4196,62,55,2012-08-01 07:46:40,[]
730863858,30829,569,205,5,2012-08-01 15:14:41,[]
738964484,8571,451,462,2,2012-08-05 17:50:26,[]
749341412,14914,605,590,0,2012-08-10 13:13:41,[]
751322413,2594,379,239,0,2012-08-11 14:06:19,[]
752189814,34728,1048,220,24,2012-08-12 00:59:50,[]
755265594,6758,294,239,0,2012-08-13 14:42:04,[]
757402340,15793,919,623,3,2012-08-14 15:57:58,[]
757521878,5331,308,278,2,2012-08-14 17:11:34,[]
759432463,1540,518,364,15,2012-08-15 14:02:32,[]
760368444,37939,995,303,22,2012-08-15 23:21:48,[]
760984117,7806,446,1554,14,2012-08-16 06:36:00,[]
772248756,5521,244,310,2,2012-08-21 21:00:33,[]
773628744,3920,430,404,0,2012-08-22 13:04:35,[]
774127928,15878,8210,124,236,2012-08-22 17:27:25,[]
780217201,4283,227,348,5,2012-08-25 12:25:11,[]
784485949,14448,828,426,5,2012-08-27 11:48:00,[]
785637630,3057,376,229,1,2012-08-27 22:44:13,[]
786373561,1068,76,717,1,2012-08-28 06:40:32,[]
789082771,2399,341,282,0,2012-08-29 10:53:12,[]
800256516,4259,503,417,0,2012-09-03 11:59:09,[]
801009818,15190,875,1629,6,2012-09-03 19:01:40,[]
802003945,6120,424,307,1,2012-09-04 07:47:27,[]
802113830,9375,684,574,2,2012-09-04 09:26:02,[]
803403330,3786,229,231,0,2012-09-04 23:16:39,[]
804478111,29099,177,48,7,2012-09-05 12:11:54,[]
804951360,4433,307,434,1,2012-09-05 16:42:07,[]
806750629,15581,1127,1273,10,2012-09-06 12:46:26,[]
809054911,176664,2583,2665,81,2012-09-07 15:12:45,[]
809116928,17044,558,394,3,2012-09-07 15:48:41,[]
817675694,55068,516,140,0,2012-09-11 15:50:01,[]
817869656,3543,271,364,0,2012-09-11 17:48:08,[]
818058961,10383,730,578,0,2012-09-11 19:43:16,[]
823332823,1382,377,1294,4,2012-09-14 13:47:17,[]
823842770,24935,1086,800,0,2012-09-14 19:25:52,[]
827118558,2901,247,242,0,2012-09-16 13:41:15,"['🇪', '🇸']"
829345897,21735,1043,523,3,2012-09-17 16:09:43,[]
829411700,1370,946,616,13,2012-09-17 16:50:00,[]
830826918,855,51,98,3,2012-09-18 11:10:21,"['🇮', '🇨']"
834188653,14583,387,256,5,2012-09-19 21:39:34,[]
839490360,13377,521,892,0,2012-09-22 10:19:03,[]
842413836,24639,781,1459,3,2012-09-23 21:17:09,[]
846301771,5501,416,360,0,2012-09-25 22:02:40,[]
846363044,4313,599,1707,6,2012-09-25 22:57:03,[]
847087711,30345,36946,536,313,2012-09-26 09:28:59,[]
847169983,8819,3879,1355,95,2012-09-26 10:39:08,[]
853342820,6041,287,288,3,2012-09-29 18:08:22,[]
855174284,38973,380,101,2,2012-09-30 18:43:10,[]
856852070,1928,174,496,6,2012-10-01 18:56:21,[]
859816812,94984,7513,5822,222,2012-10-03 14:53:39,[]
863125111,4668,324,146,1,2012-10-05 14:15:28,[]
863178198,14174,530,422,7,2012-10-05 14:56:59,[]
865006489,53108,3443,4845,38,2012-10-06 17:12:21,[]
865412436,18021,679,527,7,2012-10-06 22:44:16,[]
868031023,6064,473,205,0,2012-10-08 13:50:59,[]
874239445,32541,431,417,0,2012-10-11 20:00:18,[]
875241254,17367,731,778,2,2012-10-12 09:09:41,[]
878824075,7544,294,791,8,2012-10-13 22:25:38,[]
879722828,22491,259,915,7,2012-10-14 09:19:30,[]
880457190,16841,482,351,1,2012-10-14 16:21:50,[]
880484906,224,44,78,0,2012-10-14 16:33:56,[]
892791282,18606,1124,783,12,2012-10-20 08:40:34,[]
895077181,6365,284,300,0,2012-10-21 10:21:36,[]
896014158,6329,903,785,0,2012-10-21 19:39:56,[]
904325034,1547,313,278,11,2012-10-25 17:32:02,[]
905660725,14917,568,1230,6,2012-10-26 09:36:24,[]
905915190,12786,324,205,4,2012-10-26 12:41:37,[]
908280829,12145,354,223,0,2012-10-27 14:55:26,[]
917320555,9663,364,292,3,2012-10-31 17:29:25,[]
917329405,4763,231,248,0,2012-10-31 17:34:41,[]
921390373,15509,11637,1878,187,2012-11-02 16:53:30,[]
921733452,8498,1412,1401,49,2012-11-02 20:38:23,[]
927576840,5468,2142,476,21,2012-11-05 13:06:49,[]
928376779,7624,1036,3116,28,2012-11-05 20:39:30,[]
929541596,433,686,571,2,2012-11-06 11:39:43,[]
931575979,1766,1822,909,52,2012-11-07 08:36:29,[]
933106328,8180,228,370,1,2012-11-07 22:36:53,[]
935435796,23877,307,75,0,2012-11-08 21:11:44,[]
936469189,3301,83,874,0,2012-11-09 09:04:15,[]
938770404,2111,665,449,5,2012-11-10 10:31:09,[]
939996960,4972,311,391,1,2012-11-10 21:48:08,[]
941193151,2442,97,110,0,2012-11-11 12:22:19,[]
946079196,24442,850,742,9,2012-11-13 16:34:38,[]
946426898,19329,1048,791,6,2012-11-13 20:03:47,[]
948548964,3043,522,676,1,2012-11-14 21:47:34,[]
960892699,3073,855,405,19,2012-11-20 17:39:38,[]
963135228,974,1019,394,11,2012-11-21 21:45:12,[]
964882602,9545,357,409,3,2012-11-22 20:14:00,[]
974527578,56238,804,1230,14,2012-11-27 19:34:31,[]
974625877,176,90,145,0,2012-11-27 20:17:43,[]
976968104,47708,883,561,5,2012-11-28 21:05:56,[]
977002692,22180,775,704,0,2012-11-28 21:33:01,[]
978300138,4330,1321,618,19,2012-11-29 13:03:32,[]
978661536,17887,1267,822,0,2012-11-29 16:21:27,[]
984914714,6550,1287,972,3,2012-12-02 16:17:41,[]
985177309,10677,10341,307,208,2012-12-02 18:46:16,[]
985232029,25632,1820,234,17,2012-12-02 19:21:08,[]
986564599,627,105,227,0,2012-12-03 12:43:49,"['🇮', '🇨']"
987047298,75113,643,1196,21,2012-12-03 17:22:30,[]
987919560,1095,1233,3463,11,2012-12-04 03:18:19,[]
991033926,4220,203,203,1,2012-12-05 14:19:09,[]
995202858,20371,929,287,4,2012-12-07 14:46:01,[]
995358710,89102,486,528,16,2012-12-07 16:05:22,[]
996949632,7926,271,227,2,2012-12-08 11:13:58,[]
997423056,214599,2436,2351,122,2012-12-08 15:54:46,[]
997521854,14919,683,575,2,2012-12-08 16:43:43,[]
1002266713,2847,1511,1797,27,2012-12-10 18:53:30,[]
1006079186,16109,2286,3925,32,2012-12-12 10:56:32,[]
1007026639,7878,398,231,1,2012-12-12 18:37:00,[]
1009116900,2573,171,236,0,2012-12-13 15:57:13,[]
1009664899,41238,4242,441,12,2012-12-13 20:32:02,[]
1010990306,38049,876,846,0,2012-12-14 11:53:01,[]
1011614880,17489,1017,1052,2,2012-12-14 17:47:30,[]
1011864553,83744,5017,917,11,2012-12-14 19:57:15,[]
1012203103,2404,111,272,0,2012-12-14 23:46:48,[]
1020559236,605,87,403,0,2012-12-18 20:15:23,[]
1024690117,3334,243,376,14,2012-12-20 17:34:55,[]
1024980008,22595,662,252,6,2012-12-20 20:36:25,[]
1027056698,10512,530,532,0,2012-12-21 20:00:42,[]
1028961271,36536,1055,351,11,2012-12-22 17:44:33,[]
1042698590,113212,2569,330,8,2012-12-28 17:18:51,[]
1042775382,66520,3111,3894,36,2012-12-28 17:57:28,[]
1045755804,1860,180,193,0,2012-12-29 19:25:51,[]
1047513810,17206,580,1162,1,2012-12-30 10:48:04,[]
1058869963,11423,1044,1612,6,2013-01-03 21:44:17,[]
1061485039,23494,338,1011,5,2013-01-04 21:27:24,[]
1061719765,9191,387,409,0,2013-01-04 23:49:38,[]
1064192252,38547,1480,1709,18,2013-01-05 22:45:11,[]
1071331740,59291,1698,475,6,2013-01-08 16:27:11,[]
1072499624,7890,266,1017,3,2013-01-09 01:17:26,[]
1077311989,61654,1421,2505,123,2013-01-10 18:17:53,[]
1084555597,18277,662,537,1,2013-01-13 00:38:47,[]
1086506976,6328,406,351,2,2013-01-13 16:10:54,[]
