user_id,against_done,favor_done,none_done,against_receiv,favor_receiv,none_receiv
938770404,0,0,0,0,0,0
939996960,0,0,0,0,0,0
941193151,0,0,0,0,0,0
946079196,0,0,0,0,0,0
946426898,0,0,0,0,0,0
948548964,0,0,0,0,0,0
960892699,4,0,0,4,0,0
963135228,0,22,4,0,8,0
964882602,0,0,0,0,0,0
974527578,2,26,106,0,2,4
974625877,0,0,0,0,0,0
976968104,0,18,0,0,12,0
977002692,0,0,0,0,0,0
978300138,0,0,98,0,4,524
978661536,0,2,4,0,0,0
984914714,24,2,0,22,0,0
985177309,4,4,2,2,29,2
985232029,0,0,0,0,0,0
986564599,0,2,6,0,2,0
987047298,46,98,52,0,0,18
987919560,0,0,0,0,0,0
991033926,0,0,0,0,0,0
995202858,0,2,0,0,2,0
995358710,10,30,6,0,22,0
996949632,0,0,0,0,0,0
997423056,0,0,0,0,0,0
997521854,0,0,0,0,0,0
1002266713,0,0,2,0,0,22
1006079186,0,2,12,0,0,12
1007026639,0,0,0,0,0,0
1009116900,0,0,0,0,0,0
1009664899,0,0,0,0,0,0
1010990306,0,0,2,0,0,2
1011614880,0,0,0,0,0,0
1011864553,2,212,2,0,282,0
1012203103,0,0,0,0,0,0
1020559236,0,0,0,0,0,0
1024690117,0,2,2,0,2,0
1024980008,0,0,0,0,0,0
1027056698,0,0,0,0,0,0
1028961271,0,0,0,0,0,0
1042698590,0,10,4,0,8,2
1042775382,0,4,50,0,0,42
1045755804,0,0,0,0,0,0
1047513810,0,14,0,0,12,0
1058869963,0,0,0,0,0,0
1061485039,0,0,0,0,0,0
1061719765,0,0,0,0,0,0
1064192252,0,2,12,0,0,0
1071331740,0,0,0,0,0,0
1072499624,10,0,0,10,0,0
1077311989,0,42,72,0,4,10
1084555597,0,0,0,0,8,0
1086506976,0,0,0,0,0,0
1086656150,0,0,0,0,0,0
1092201601,8,2,12,2,0,0
1103555528,0,2,74,0,10,10
1110352074,0,2,2,0,0,2
1119926028,0,0,0,0,0,0
1127945989,0,0,0,0,0,0
1128325658,0,0,0,0,0,0
1129451670,0,24,14,0,0,4
1140122838,0,0,0,0,0,0
1143089876,0,2,0,0,0,0
1145395669,0,4,0,0,0,0
1151931745,0,0,0,0,0,0
1153260566,0,10,0,0,10,0
1159538480,2,928,20,8,942,96
1162309748,0,0,0,0,0,0
1164566509,0,0,0,0,0,0
1168920360,0,4,0,0,4,0
1172865618,0,584,0,0,582,0
1180379792,0,14,0,0,14,0
1183693609,0,6,20,0,0,20
1186946766,0,2,0,0,0,0
1187914729,0,0,0,0,0,0
1196146710,0,0,0,0,0,0
1201683126,0,0,0,0,0,0
1212281780,0,0,0,0,0,0
1226199451,0,0,0,0,0,0
1234277173,0,0,0,0,0,0
1236979356,0,0,0,0,0,0
1242164118,0,0,0,0,0,0
1244594318,0,0,0,0,0,0
1253970074,0,12,0,0,8,0
1254338155,0,0,0,0,0,0
1263005269,0,0,0,0,0,0
1268778571,0,114,24,0,124,168
1270201057,0,0,0,0,0,0
1270528657,0,0,0,0,0,0
1278130646,0,8,0,0,2,0
1288674685,0,0,0,0,0,0
1289843713,0,0,0,0,0,0
1300421947,0,2,0,0,0,0
1311252912,0,178,10,2,188,208
1319872104,0,38,16,0,4,0
1326990180,0,0,0,0,0,0
1332588066,0,2,0,0,0,0
1334534659,0,0,0,0,0,0
1334611321,0,0,0,0,0,0
1338747702,0,10,4,0,10,2
1344879324,0,0,0,0,0,0
1352119562,0,0,0,0,0,0
1361930761,0,0,0,0,0,0
1366518552,0,0,0,0,0,0
1372981392,2,102,170,6,18,16
1394210544,0,0,0,0,0,0
1409664654,0,0,0,0,0,0
1412887704,0,20,0,0,0,0
1428703766,0,6,12,0,0,2
1438240316,0,0,0,0,0,0
1438278217,2,4,0,0,16,0
1446800557,0,0,0,0,0,0
1454998146,0,0,0,0,0,0
1457645600,0,0,0,0,0,0
1462105106,0,0,0,0,0,0
1490661829,0,0,0,0,0,0
1496368206,0,0,0,0,0,0
1500507805,0,0,0,0,0,0
1510843676,0,0,2,0,0,2
1519364126,0,0,0,0,0,0
1520651402,658,2,4,580,0,10
1524814164,0,4,0,0,4,0
1527130885,10,4,20,0,0,16
1527877579,0,0,0,0,0,0
1528288849,0,0,0,0,0,0
1534674193,0,0,0,0,0,0
1535881693,0,0,0,0,0,0
1541801100,0,0,0,0,0,0
1542851323,0,0,0,0,0,0
1543185306,0,0,0,0,0,0
1543220726,0,0,0,0,0,0
1546370617,0,0,0,0,0,0
1560944155,0,0,0,0,0,0
1564027536,0,0,0,0,0,0
1576354075,0,4,0,0,0,0
1583182562,0,0,0,0,0,0
1591864093,0,0,0,0,0,0
1601801340,0,0,0,0,0,0
1606017025,0,0,0,0,0,0
1606765267,0,0,0,0,0,0
1612616934,0,0,2,0,0,2
1613713206,0,56,0,0,54,0
1620060326,0,0,0,0,0,0
1631071712,0,0,0,0,0,0
1637828341,0,6,2,0,0,2
1645009134,0,0,0,0,0,0
1656487266,0,0,0,0,0,0
1665225241,0,0,0,0,0,0
1674268189,54,2,0,54,4,0
1680580092,0,0,0,0,0,0
1683181435,0,14,2,0,4,0
1685036006,0,0,2,0,0,2
1689484730,2,4,6,0,0,0
1691959494,0,50,0,0,46,0
1697360292,0,74,2,0,90,0
1701413168,0,0,0,0,2,0
1706649516,0,0,0,0,0,0
1707651812,0,0,0,0,0,0
1707735937,0,0,0,0,0,0
1708941223,126,0,0,0,0,0
1723565570,0,0,0,0,0,0
1816285836,0,50,20,0,2,20
1834768836,0,0,0,0,0,0
1852133064,0,0,0,0,0,0
1864914674,0,8,2,0,4,0
1880814974,0,0,0,0,0,0
1883499115,2,128,300,16,120,780
1890704658,0,2,0,0,0,0
1898727265,0,0,0,4,2,0
1948528128,94,0,0,278,0,0
1964181102,0,0,0,0,0,0
1968593088,0,6,0,0,2,0
1972435772,0,0,0,0,0,0
1975099231,0,18,0,0,16,0
2149155871,0,0,0,0,0,0
2154472079,0,2,0,0,2,0
2155543177,0,1222,16,10,1286,90
2156908158,0,2,0,0,2,0
2163591820,0,0,0,0,0,0
2168281285,0,0,556,18,146,580
2172925964,0,0,0,0,0,0
2173986524,0,42,14,4,234,100
2179612781,0,0,0,0,0,0
2194747532,0,0,6,0,0,6
2197204781,10,16,38,0,8,0
2213194992,0,0,2,0,0,0
2214175986,0,0,0,0,0,0
2218972962,0,0,2,0,0,2
2222387463,0,2,0,0,0,0
2223469662,0,0,10,0,0,10
2225006623,0,0,0,0,0,0
2235392337,0,0,0,0,0,0
2240482024,0,66,160,0,0,114
2241810495,0,8,14,0,2,14
2244512220,0,0,0,0,0,0
2246920053,0,0,0,0,0,0
2248094633,0,0,2,0,0,2
2250729871,0,46,0,0,46,0
2255401050,2,28,0,0,24,0
2258664970,0,0,0,0,0,0
2260591017,0,2,0,0,2,0
2263146054,0,0,20,0,0,0
2297962925,238,0,0,44,0,0
2312591036,0,0,0,0,0,0
2315098607,1566,0,0,6,0,0
2318544869,0,4,2,0,0,2
2328915407,0,8,12,0,0,10
2330309927,326,0,0,16,0,0
2340489102,0,30,2,0,32,2
2354506006,0,0,0,0,0,0
2359043272,2,4,910,0,2,890
2359887632,0,0,0,0,0,0
2392706936,2,220,834,8,192,174
2393197506,0,32,4,0,20,0
2412554661,44,0,0,44,0,0
2422175545,0,0,4,0,0,0
2432250319,0,18,12,0,14,14
2435227451,8,0,0,7153,10,20
2451869025,0,0,0,0,0,0
2452950231,0,0,0,0,0,0
2457569157,0,4,0,0,2,0
2459908436,0,0,0,0,0,0
2484572847,0,0,0,0,0,0
2485130517,0,0,4,0,0,4
2486604652,0,0,0,0,0,0
2496993323,0,0,2,0,0,0
2504581204,0,0,0,0,0,0
2510651177,0,0,2,0,0,0
2559276083,0,0,0,0,0,0
2583590870,0,0,0,0,0,0
2589003921,32,104,33390,166,54,32712
2604496847,0,18,2,0,16,2
2622233883,0,30,0,0,24,0
2680565180,0,0,0,0,0,0
2688374084,0,0,0,0,0,0
2696591883,0,0,0,0,0,0
2729000494,0,22,0,0,22,2
2729164919,2,0,6,0,0,0
2731539329,0,6,8,0,0,0
2732371425,0,0,0,0,0,0
2763182900,0,0,2,0,0,4
2787299937,0,4,14,2,0,4
2818815209,2,2,4,0,0,0
2826699668,0,2,2,0,0,0
2829847233,0,0,0,0,0,0
2830256525,0,34,0,0,34,0
2841107987,0,0,20,0,0,10
2843585524,0,44,678,0,36,122
2851950957,0,38,0,0,16,0
2864544752,0,0,8,0,14,10
2879304695,0,4,12,0,2,0
2922065008,8850,0,0,9482,0,4
3002154433,0,50,36,2,54,0
3011155065,0,2,0,0,2,0
3018490043,6,20,10,0,4,6
3019665191,0,2,4,0,0,0
3053236541,0,0,2,0,0,48
3119671186,4,2,0,2,0,2
3195039203,0,0,6,0,4,0
3238744313,0,10,4,0,14,12
3244530237,1560,4,6,1502,0,0
3317915681,0,3958,2,22,3958,0
3331260777,2,492,210,8,60,32
3358760710,0,0,0,0,0,0
3386151345,0,8,8,0,8,0
3392112681,4,2,2,4,0,0
3400443406,1142,710,330,1044,2,8
3426970438,0,36,0,0,30,0
3438975220,0,0,18,0,0,20
3803421753,0,14,6,0,0,0
3870010583,0,34,92,4,50,62
4127527641,0,2,26,0,28,30
4188236656,0,0,0,0,2,2
4272969521,0,4,0,0,4,0
4469284289,1844,0,0,22,0,0
4821525983,0,474,50,30,635,92
4851338417,0,10,66,0,4,2
700098226846882944,0,0,0,0,0,0
706595102479745024,10,10,0,10,22,6
713377330564112000,0,0,0,0,0,0
719333953568685952,0,0,0,0,0,0
720553719855714048,0,0,0,0,0,0
730038321494281984,0,0,0,0,0,0
749945567996940032,0,0,0,0,0,0
751358784522611968,0,0,0,0,0,0
752136151222349056,0,0,0,0,0,0
765820284691737984,0,0,0,0,0,0
768796535899512064,0,0,0,0,0,0
778248358993529984,0,0,0,0,0,0
781096004691037952,0,0,0,0,0,0
786079081163005056,0,0,0,0,0,0
786857571365847040,0,0,0,2,0,0
791585709446552960,0,0,0,0,0,0
792845850783416064,0,0,0,0,0,0
801743263724171008,0,0,0,0,0,0
822578852404857984,0,0,0,0,0,0
834084575022288000,0,0,0,0,0,0
842406020374790016,0,0,0,0,0,0
843035015747394944,0,0,0,0,0,0
847200352529207040,0,0,0,0,0,0
848255026220892032,0,0,0,0,0,0
854999327915356032,0,0,0,0,0,0
855838436615483008,0,0,0,0,0,0
860048545453394944,0,0,0,0,0,0
862224133006008064,0,0,0,0,0,0
871939380675529984,0,0,0,0,0,0
879663255685345024,0,0,0,0,0,0
883375794810171008,0,0,0,0,0,0
898229731748978048,0,0,0,0,0,0
900341914817490048,0,0,0,0,0,0
901414373050241024,0,54,2,8,210,28
906316307771088000,0,0,0,0,0,0
913849901230034048,0,0,0,0,0,0
916040289021816064,0,0,0,0,0,0
922798422725479936,0,0,0,0,0,0
923999535977959040,0,0,0,0,0,0
924655107043745024,0,0,0,0,0,0
924936006230567936,0,0,0,0,0,0
925903474595912960,0,0,0,0,0,0
930100881860766976,0,0,0,0,0,0
930473056732105984,0,0,0,0,0,0
931535710733159936,0,0,0,0,0,0
938203620599910016,0,0,0,0,0,0
938805471347203968,0,0,0,0,0,0
939907569669241984,0,0,0,0,0,0
947615879918947968,0,0,0,0,0,0
959495214313417984,0,0,0,0,0,0
961976897818147968,0,0,0,0,0,0
962017492871782016,0,0,0,0,0,0
967757354170232064,0,0,0,0,0,0
968825124903357952,0,0,0,0,0,0
968899727554162048,0,0,0,0,0,0
994137028341190016,0,0,0,0,0,0
997545717085490944,0,0,0,0,0,0
1039872500807750016,0,0,0,0,0,0
1053897615295849984,0,0,0,0,0,0
1055125529744099968,0,0,0,0,0,0
1060498864271219968,0,0,0,0,0,0
1075059108741549952,0,0,0,0,0,0
1076555946548169984,0,0,0,0,0,0
1083044271014460032,0,0,0,0,0,0
1098335532814349952,0,0,0,0,0,0
1100144216309660032,0,0,0,0,0,0
1109091587500519936,0,0,0,0,0,0
1118521720019740032,0,0,0,0,0,0
1123166877818210048,0,0,0,0,0,0
1137487915657910016,0,0,0,0,0,0
1141967100774419968,0,0,0,0,0,0
1149317273401920000,0,0,0,0,0,0
1162361661266749952,0,0,0,0,0,0
1167352727481060096,0,0,0,0,0,0
1180868341516369920,0,0,0,0,0,0
1184330655443889920,0,0,0,0,0,0
1186395913352300032,0,0,0,0,0,0
1188275324229939968,0,0,0,0,0,0
1188547359720059904,0,0,0,0,0,0
1189275465283960064,0,0,0,0,0,0
1190241897870240000,0,0,0,0,0,0
1.194302059711e+18,0,0,0,0,0,0
1195400462012480000,0,0,0,0,0,0
1203445090271790080,0,0,0,0,0,0
1206267637761740032,0,0,0,0,0,0
1214555222099360000,0,0,0,0,0,0
1215412435378629888,0,0,0,0,0,0
1218590303868869888,0,0,0,0,0,0
1221702677073220096,0,0,0,0,0,0
1229106862412509952,0,0,0,0,0,0
1229119396603450112,0,0,0,0,0,0
1231532169534759936,0,0,0,0,0,0
1243984313961629952,0,0,0,0,0,0
1246111343197009920,0,0,0,0,0,0
1246155817440730112,0,0,0,0,0,0
1248035948853669888,0,0,0,0,0,0
1248513751210510080,0,0,0,0,0,0
1252243937080809984,0,0,0,0,0,0
1253387334470560000,0,0,0,0,0,0
1264681886045139968,0,0,0,0,0,0
1277059098077540096,0,0,0,0,0,0
1280657332725319936,0,0,0,0,0,0
1284437933920059904,0,0,0,0,0,0
1300226874451330048,0,0,0,0,0,0
1302156415210080000,0,0,0,0,0,0
1308408110348930048,0,0,0,0,0,0
1315717406086569984,0,0,0,0,0,0
1319624670925250048,0,0,0,0,0,0
1321622071902929920,0,0,0,0,0,0
1323339757007569920,0,0,0,0,0,0
1330770397827130112,0,0,0,0,0,0
1331021249682800128,0,0,0,0,0,0
1334155293337530112,0,0,0,0,0,0
1350195234563640064,0,0,0,0,0,0
1352050368151229952,0,0,0,0,0,0
